Gene.symbol,logFC,P.Value
PARP15,0.820813429,2.30536117466674e-05
IL16,0.439402979,2.3290314472513e-05
RAC2,0.820116271,2.33090381786028e-05
P2RX7,0.72866255,2.34832336463456e-05
RASSF2,0.739228943,2.3571265210167e-05
PLAUR,0.46719735,2.36228736285907e-05
TLR2,0.538013036,2.36762198482401e-05
IL27RA,0.336388143,2.39620411274896e-05
TYMP,0.466665536,2.40321315759325e-05
,0.323520407,2.43893286881603e-05
TRAJ17///TRAV12-2,0.484955057,2.47439013925262e-05
TGFBI,0.585247529,2.47768965621856e-05
ERG,0.455141643,2.47940546799295e-05
TRIM22,0.698373064,2.58095638316907e-05
MYBL1,0.704032793,2.60441455319804e-05
FLT3LG,0.338638771,2.61014392342153e-05
,0.603883193,2.67532244871333e-05
BOD1,-0.239257407,2.76680776654898e-05
STAT1,0.66943885,2.78547098657241e-05
STARD4,0.548229293,2.80672902926709e-05
GPSM3,0.272575936,2.92480119609028e-05
GPSM3,0.272575936,2.92480119609028e-05
TRBC1,0.388905993,3.08769387533871e-05
,-1.06674725,3.12571734858036e-05
GPR174,1.213116886,3.21842113383196e-05
IFI30,0.481063,3.2560311437816e-05
ARL11,0.276185043,3.26252354264523e-05
RCSD1,0.32793925,3.27487790739955e-05
MAFB,0.386068571,3.3063840933502e-05
IFI27L2,0.362689229,3.39005696726975e-05
,0.620618836,3.40375550272802e-05
CD2,0.775944921,3.54798246590129e-05
ITGA9,0.328977036,3.55476088925923e-05
TMC8,0.422745121,3.56499989877693e-05
SLAMF1,0.560145721,3.57650018903448e-05
PMP22,0.529101121,3.57760686253883e-05
ISG20,0.360308543,3.61225234991949e-05
SMAP2,0.580718486,3.6337060569873e-05
ARNTL2,0.548011193,3.67945474511052e-05
EFHD2,0.4090415,3.69228976635995e-05
LDLRAD4,0.280977221,3.71180353278766e-05
ADCY4,0.405380764,3.72103020066002e-05
LILRB4,0.600396464,3.72267346913286e-05
C2,0.793601593,3.76659315690356e-05
ADA,0.4304229,3.84859003714298e-05
NMI,0.542399029,3.9386246349528e-05
CELF2,0.603253979,3.94168700851374e-05
TESPA1,0.705796,4.0130375829282e-05
TIFAB///DCANP1,0.376414671,4.06945180850924e-05
ITGA5,0.489133143,4.08019963712341e-05
CLEC4A,0.418083357,4.10469070035668e-05
CASP4,0.459394321,4.2144332705796e-05
VAMP5,0.335346043,4.29799930585776e-05
PLVAP,0.463982257,4.29886336948457e-05
MS4A6A,0.753697343,4.32059021724041e-05
MILR1///MILR1,0.597971271,4.34294956968885e-05
ADGRL4,0.657986571,4.39461470809497e-05
CARD11,0.420706643,4.4161390871766e-05
MCTP1,0.684605143,4.43710003188192e-05
CCR2,0.854293036,4.45209543720152e-05
ATPAF1,-0.293144686,4.4623406728571e-05
KIF21B,0.257132114,4.46466923829695e-05
C2,0.814628786,4.47811172149063e-05
C2,0.814628786,4.47811172149063e-05
SLC9A3R2,0.342109029,4.50094936240998e-05
SLFN5,0.557046414,4.61893394388878e-05
BLM,0.412490507,4.62837625831741e-05
CD1C,0.847800243,4.63988667550543e-05
HIST1H4L,0.486415357,4.64726815757447e-05
ST13P5,-0.388897436,4.66073811064608e-05
FCMR,0.767273914,4.70128687044686e-05
TNFSF8,0.668663179,4.7684112617271e-05
,-0.548732479,4.78960183895103e-05
HLA-DQB2///HLA-DQB1,0.914810193,4.79766315593797e-05
HLA-DQB2///HLA-DQB1,0.914810193,4.79766315593797e-05
TRAF3IP3,0.777836171,4.80294401461419e-05
ICOS,0.76280585,4.80722044592955e-05
